uid,px_world,py_world,pz_world,u_rectified,v_rectified
28242123,-7.520615,-0.013741,0.6591931036911011,172.81409416305533,175.8344271296524
28254910,-8.261275,1.550385,3.909409103691101,54.13254668888016,103.48044721968496
28249456,-4.167325,-2.116594,0.45405610369110105,191.60241562882933,291.2031562113449
28252190,-6.934534,-0.476063,1.443220103691101,149.2997166560647,193.1150566334696
28252190,-6.934534,-0.476063,1.443220103691101,149.2997166560647,193.1150566334696
28249460,-6.261128,-3.388042,3.176994103691101,93.32015949137218,281.184347900438
28249460,-6.261128,-3.388042,3.176994103691101,93.32015949137218,281.184347900438
28254923,-3.099236,1.921771,-0.01545989630889899,273.9701562934823,132.65409441354345
28249467,-2.015941,-0.286294,0.07198710369110106,263.8535884583511,314.3397352641085
28254926,-6.317985,2.027733,0.2944071036911011,197.3185038784356,112.94735843717632
28242130,-4.105762,0.87147,1.588034103691101,143.8022473166268,177.94269854391246
28242130,-4.105762,0.87147,1.588034103691101,143.8022473166268,177.94269854391246
28254937,-8.351382,1.550956,3.162457103691101,86.74529947321287,109.2418556439038
28252204,-2.956963,0.731186,-0.26810389630889886,269.54170971851386,217.35223162623652
28249481,-6.576095,-3.897625,3.302117103691101,92.97141470435136,285.64997615145217
28252208,-4.326858,0.481588,2.096739103691101,112.89036142836494,193.51232569915624
28252209,-8.427516,-1.04364,1.750715103691101,140.07390394023264,192.5938103008619
28249484,-4.860744,-3.102551,0.2146601036911011,191.5015977438907,295.0748594935561
28252210,-9.793379,-1.881481,-0.7496468963088991,193.2028567119281,200.8463995889596
28252211,-5.749541,-0.337548,-0.10112389630889895,205.32714818177715,205.6645135391013
28252211,-5.749541,-0.337548,-0.10112389630889895,205.32714818177715,205.6645135391013
28252212,-4.67733,0.083445,0.175889103691101,208.17673730145052,207.8893510151568
28252212,-4.67733,0.083445,0.175889103691101,208.17673730145052,207.8893510151568
28249489,-5.300679,-2.673261,3.197501103691101,81.31006925407326,287.9722871027019
28249489,-5.300679,-2.673261,3.197501103691101,81.31006925407326,287.9722871027019
28224706,-5.67446,-1.282666,3.142291103691101,78.92582110161638,237.45891094851265
28224706,-5.67446,-1.282666,3.142291103691101,78.92582110161638,237.45891094851265
28249496,-6.006623,-3.371752,3.651451103691101,73.30222454431112,288.7637819962689
28252224,-4.312834,0.360558,1.780515103691101,132.91113645733384,200.80276443555465
28252225,-11.644102,-2.82822,-1.2734528963088991,193.7008378698657,203.4385685636922
28252225,-11.644102,-2.82822,-1.2734528963088991,193.7008378698657,203.4385685636922
28205295,-2.602587,0.649052,0.02657710369110111,263.79111755603884,234.1198459660781
28254967,-5.982154,1.824487,0.257701103691101,200.8193926230327,122.7676096257383
28252230,-6.490509,-0.293155,2.7679661036911014,97.65787269717788,190.2129050548896
28249503,-4.334275,-2.737835,0.16202510369110112,198.14555611035175,300.3489398593888
28254980,-5.895127,1.760811,0.2567711036911011,201.37643974020472,125.84788540574388
28212989,-5.780951,1.020381,0.06113510369110098,206.0507675039017,158.33914596269494
28254983,-7.446154,1.477318,2.1791331036911012,121.01745226599132,120.06453536136068
28254985,-5.298095,1.734988,0.7415201036911011,186.0860326852938,125.15666918357483
28175926,-7.352921,0.43722,3.488728103691101,69.98011439368932,152.8768804222267
28175926,-7.352921,0.43722,3.488728103691101,69.98011439368932,152.8768804222267
28252239,-3.839772,0.527389,2.035679103691101,113.00346044331113,202.28830850926244
28252239,-3.839772,0.527389,2.035679103691101,113.00346044331113,202.28830850926244
28254993,-5.862155,1.674129,0.739240103691101,181.78322923772777,126.22162511629014
28242871,-3.092991,-0.965968,1.612014103691101,143.59483667177028,302.2992941956211
28162584,-8.435899,3.17176,1.041981103691101,162.29174595465392,63.803358579443085
28249513,-5.43012,-2.94472,3.4394531036911014,73.63845616607438,292.60585427188505
28249513,-5.43012,-2.94472,3.4394531036911014,73.63845616607438,292.60585427188505
28254999,-5.745587,1.65062,0.8560361036911011,177.45518340786452,126.80728033260492
28252246,-7.524357,-0.634371,3.752276103691101,67.788061845454,187.1676148072529
28252247,-3.83257,0.343155,1.1258411036911011,172.22951707934837,213.6262374523463
28255002,-6.787805,1.610466,0.3224171036911011,191.0426762594135,128.7744766402242
28249529,-4.080026,-2.695349,0.06107410369110111,203.84905596320436,306.0555561911044
28255009,-4.505132,1.686951,0.5920371036911011,201.51564039174025,132.7391465445886
28255013,-5.631238,1.618642,0.42110710369110105,196.62224019559275,132.03653086838568
28252255,-5.256745,0.196843,3.4764551036911007,39.47297567110581,186.3963324123169
28252255,-5.256745,0.196843,3.4764551036911007,39.47297567110581,186.3963324123169
28255028,-5.312972,1.522878,0.19171310369110106,208.9030663900885,139.69608309613704
28249539,-6.736988,-4.563271,3.548240103691101,88.46282432794644,296.22835003760645
28255033,-1.917346,1.607139,2.071516103691101,32.78651917140664,155.48768812036238
28162599,-8.317272,3.065115,0.8444471036911011,169.1872861332562,69.41710615970277
28255036,-7.05307,1.278224,0.532960103691101,181.357945108987,138.75098673254143
28255038,-3.018084,1.568345,-0.06665389630889895,272.5780045704576,161.7156884855469
28255038,-3.018084,1.568345,-0.06665389630889895,272.5780045704576,161.7156884855469
28255040,-3.179873,1.55054,-0.08252489630889892,267.0983478137088,160.54062032578662
28255040,-3.179873,1.55054,-0.08252489630889892,267.0983478137088,160.54062032578662
28252262,-5.901821,-0.729259,-0.006793896308898928,199.50812268385064,214.96285807102296
28231392,-6.566728,-0.324494,1.475092103691101,148.4413820116524,192.73530414635812
28238068,-6.703576,2.31075,0.13188110369110118,201.16340271955332,102.0690683242453
28255049,-8.998625,0.940749,0.20779310369110116,181.2413469400356,142.66858345692845
28231401,-6.733857,-0.378102,1.7113131036911011,140.0688073426366,192.02447165589444
28252272,-2.943623,0.782021,1.912658103691101,113.10029441633968,213.4966785719759
28252272,-2.943623,0.782021,1.912658103691101,113.10029441633968,213.4966785719759
28255057,-4.074594,1.372282,1.7585631036911011,131.16254106815836,145.1986913561234
28255058,-2.883229,1.505547,0.008370103691101027,272.0218693390824,168.22481049696813
28255058,-2.883229,1.505547,0.008370103691101027,272.0218693390824,168.22481049696813
28252278,-3.572709,0.427767,1.613072103691101,142.38725707142137,215.9438976049648
28252278,-3.572709,0.427767,1.613072103691101,142.38725707142137,215.9438976049648
28258079,-4.121346,3.452636,-0.2570948963088988,280.72418367687817,11.8585688043068
28252279,-12.423099,-4.154335,-3.368568896308899,217.4537224989591,216.506016472212
28212997,-3.967454,0.98051,1.736062103691101,133.46328958933984,172.9826368819881
28212997,-3.967454,0.98051,1.736062103691101,133.46328958933984,172.9826368819881
28258084,-6.699978,4.33784,-0.235877896308899,227.6057044378684,3.70231042421392
28216703,-7.177965,1.220805,0.6990861036911011,175.12017488962357,139.35824071940124
28255066,-2.148902,1.495417,2.168430103691101,35.100020523348064,165.0627063225957
28255066,-2.148902,1.495417,2.168430103691101,35.100020523348064,165.0627063225957
28238080,-6.076124,2.29605,1.5551601036911011,144.70001012376707,86.98239864294126
28211445,-7.793367,1.390544,-0.0059678963088989345,194.04708666554737,134.8864398395375
28258091,-3.33761,3.035836,0.22618610369110104,274.35079681627013,17.154841014328866
28252281,-5.349365,0.075019,3.6833731036911015,29.653149961215064,190.07166916305715
28252281,-5.349365,0.075019,3.6833731036911015,29.653149961215064,190.07166916305715
28255069,-2.878459,1.472265,0.0015801036911011757,271.899989561052,170.87001508507706
28255069,-2.878459,1.472265,0.0015801036911011757,271.899989561052,170.87001508507706
28252283,-3.238652,0.581815,1.7249651036911011,133.0661448711595,217.09657943553148
28238082,-5.747253,2.062819,-0.04478789630889901,216.5252633201945,114.812575331507
28252286,-6.948792,-0.808674,3.1127321036911013,89.21382196058914,200.6217600352673
28252286,-6.948792,-0.808674,3.1127321036911013,89.21382196058914,200.6217600352673
28258100,-8.574344,4.338326,1.725033103691101,136.86394961960167,2.920045046517544
28238884,-2.736223,0.323944,1.247296103691101,172.58771043115496,252.6470787999086
28227566,-4.880333,0.931708,-0.02726189630889886,219.37016162105377,171.0946640088871
28227566,-4.880333,0.931708,-0.02726189630889886,219.37016162105377,171.0946640088871
28255080,-5.192504,1.190114,0.17083310369110105,209.12246001381885,155.73954117435778
