uid,px_world,py_world,pz_world,u_rectified,v_rectified
27855376,-6.782851,0.690465,0.44910910369110113,181.93175619938023,168.19600974925467
27855384,-6.499941,0.734574,0.7963121036911011,172.13319881507545,168.26783795220217
27855385,-6.885093,0.481921,-0.30794789630889885,203.3739938311989,174.07785882679133
27823421,-6.635765,2.359742,0.11609410369110118,193.58040442346632,109.76202692202266
27848304,-7.821011,2.933105,-0.10158689630889883,191.90313863047916,93.05010816821218
27848309,-8.221857,3.004835,0.05085110369110102,184.89846341893457,91.5445404079342
27813204,-1.125454,1.409977,-0.009380896308898823,390.3982837992247,211.75667228512015
27855579,-3.47947,0.700755,2.051062103691101,114.5891661181348,206.43148864146548
27861137,-11.992327,3.077462,-1.861972896308899,206.6882634941265,105.97853310250002
27855609,-8.300552,-0.987416,3.377439103691101,96.34879131404944,205.71484603531977
27861155,-16.179527,3.014341,-2.816713896308899,202.68276990279307,113.56490797342724
27858165,-7.493339,3.087405,0.21757210369110114,184.0491100185756,83.88447158038906
27855630,-9.901042,-1.789288,3.760115103691101,96.93628648447437,210.5623147529926
27855650,-10.246858,-2.102683,3.8441611036911008,97.61537654961894,214.13259696318212
27855664,-3.811911,0.179302,1.757993103691101,139.67406804459134,225.94902062815564
27855712,-2.98077,0.341965,1.460760103691101,160.13435090374452,238.65189761490075
27820167,-7.708791,2.579274,0.11734610369110099,186.03316993307527,104.35853908842762
27861347,-10.439404,2.378768,0.34022510369110104,168.95441655435482,114.66793928609408
27851611,-1.058222,1.918759,-0.016530896308898813,444.770591839177,132.83930260681203
27861369,-11.225801,2.199803,-0.08180489630889887,175.9303968284543,120.57354368398032
27838268,-7.831545,3.206396,0.15198310369110102,184.04480357495032,81.66306566865424
27855853,-3.481413,-0.197556,2.098321103691101,120.32083021001635,256.1954914424622
27861498,-7.587965,1.014395,-0.005297896308898986,190.40040993247575,155.08360183662003
27820233,-7.683627,2.058448,0.27041710369110117,181.75250304758111,121.74104499416184
27835116,-8.073527,3.103385,0.08418210369110102,184.734427810866,87.18558722750086
27869461,-4.458289,2.947724,1.791524103691101,116.4123888681082,39.16182790133004
27855926,-2.237747,0.381775,1.868804103691101,125.92187686304467,274.1035088405172
27869469,-4.056137,2.849645,1.0970391036911011,168.67755786240258,49.84792785568973
27869479,-5.043762,3.017776,0.46407110369110105,195.2936179968602,63.12471807430416
27869480,-4.973524,2.994357,0.10425510369110103,213.7048267402615,67.43266962898514
27861569,-4.627782,1.12715,2.152621103691101,111.51147806481724,164.28259622701847
27861593,-5.07362,0.917027,2.2292811036911013,111.75797460965634,170.9527078219916
27861596,-2.72416,1.183989,0.021928103691100986,261.8457913427573,185.1550438224745
27861596,-2.72416,1.183989,0.021928103691100986,261.8457913427573,185.1550438224745
27861611,-4.664594,0.709036,0.4762581036911011,197.338998868424,184.16153689604403
27869516,-7.941129,2.228674,2.650155103691101,100.00871286918256,107.44093347513504
27869520,-5.804592,2.131096,1.883394103691101,124.03439910870664,109.16525029682414
27864172,-2.692599,2.492801,0.3841491036911011,254.4425976157672,66.30756561265363
27861627,-3.081181,0.992164,-0.16057389630889896,258.024433810791,190.7261376738859
27861627,-3.081181,0.992164,-0.16057389630889896,258.024433810791,190.7261376738859
27856006,-3.631541,-0.595991,3.6677781036911012,11.890481303961366,287.3094379178435
27861644,-3.440284,1.009209,1.9619461036911012,117.71964897716396,186.8473096324339
