uid,px_world,py_world,pz_world,u_rectified,v_rectified
27813162,-4.762783,2.651144,0.15647110369110107,95.88927179488395,218.76988706229423
27813162,-4.762783,2.651144,0.15647110369110107,95.88927179488395,218.76988706229423
27812567,-5.718099,0.478175,0.6280401036911011,83.24015422400146,323.1716849370674
27810522,-7.477827,5.266878,0.6063041036911011,40.44933386354896,170.53636242395547
27810523,-7.327539,5.167964,0.8430931036911011,30.718324394301163,170.4165331641206
27808702,-0.131159,1.091721,-0.010261896308898955,354.378449738712,214.11178648266983
27807711,-7.424675,1.492274,0.8684781036911011,53.23780105895344,289.2868077573248
27807711,-7.424675,1.492274,0.8684781036911011,53.23780105895344,289.2868077573248
27793247,-7.100725,3.115552,0.3950641036911011,64.2881138582097,229.8200770348816
27793247,-7.100725,3.115552,0.3950641036911011,64.2881138582097,229.8200770348816
27803406,-0.163237,0.976555,-0.014220896308899,355.64565296903584,232.11817274700928
27803406,-0.163237,0.976555,-0.014220896308899,355.64565296903584,232.11817274700928
27811298,-4.302427,2.919567,0.27587510369110113,91.83716575399842,200.2670923264293
27811298,-4.302427,2.919567,0.27587510369110113,91.83716575399842,200.2670923264293
27799038,-3.011293,3.460292,0.981876103691101,45.85197351805599,130.76794546044184
27814630,-6.802895,7.523029,-0.6640868963088988,77.78798408647626,107.58264564385206
27796121,-5.689855,0.526854,-0.04914989630889899,114.98655007300076,307.81805095938347
27810537,-4.294924,2.913419,0.256716103691101,93.05397575908538,200.37593660908317
27810537,-4.294924,2.913419,0.256716103691101,93.05397575908538,200.37593660908317
27812579,-4.594471,0.746804,1.6170041036911011,16.835155240765545,341.3110165675565
27813872,-3.108293,3.482764,0.969889103691101,46.17482949730922,133.77565794802604
27813874,-3.058375,3.39451,0.970383103691101,47.5977618830602,137.12456807111317
27799057,-5.830426,4.129252,0.590078103691101,53.27854558850552,179.72284335727784
27808730,-6.110903,2.034593,0.2700201036911012,83.72084080468832,257.0969221184762
27803417,-1.271818,0.993227,-0.008193896308898996,232.92820571226264,259.8526315654268
27810542,-4.274842,2.903801,0.7618021036911011,62.33585571605786,201.21828483817052
27810542,-4.274842,2.903801,0.7618021036911011,62.33585571605786,201.21828483817052
27807725,-3.076359,1.146824,-0.10040889630889893,157.4322131282015,268.52337997547454
27807725,-3.076359,1.146824,-0.10040889630889893,157.4322131282015,268.52337997547454
27799077,-5.251564,3.469446,0.13683410369110116,84.64787671983703,194.25746097158336
27799077,-5.251564,3.469446,0.13683410369110116,84.64787671983703,194.25746097158336
27807729,-5.095761,1.175737,0.24608010369110112,102.3536561800416,284.9095599430402
27807735,-3.017204,1.028566,-0.09447589630889897,160.58267598130163,274.95061206667947
27807735,-3.017204,1.028566,-0.09447589630889897,160.58267598130163,274.95061206667947
27811315,-6.276937,3.11031,0.4421891036911011,66.27071472176874,221.73979333942123
27807743,-2.871012,0.831671,-0.06534989630889898,166.48351434146252,286.3569006216819
27799091,-4.646078,2.640208,0.9872021036911011,47.51492844216364,221.73170329899017
27807748,-2.844454,0.750805,-0.073276896308899,169.1032988202357,291.0173928103362
27807750,-5.57268,0.554143,0.06610410369110098,111.1658184548214,308.7543378700298
27807753,-7.546035,0.336527,0.2136561036911011,88.40227140645965,318.5134772793108
27813187,-8.959538,3.302353,0.5565141036911011,50.46447251695327,240.03065525863704
27813187,-8.959538,3.302353,0.5565141036911011,50.46447251695327,240.03065525863704
27790073,-6.149097,-1.574117,0.07817110369110103,123.56069012164728,392.871854438558
27799117,-3.570197,2.106883,-0.12310889630889887,133.86918989789456,224.0361759620782
27807757,-7.956929,0.2149,-0.21419089630889898,101.49418397543644,315.611856592685
27799124,-6.445148,2.266214,0.32275410369110114,77.15789634546141,251.78203683183324
27807764,-2.276959,0.552615,0.10053810369110106,183.22773151241583,307.87850358484
27813904,-3.525295,3.23016,0.13683410369110116,106.27573595083608,169.17195727493913
27810550,-5.941209,3.351281,0.1296201036911011,80.68419257764057,208.3999813823332
27810550,-5.941209,3.351281,0.1296201036911011,80.68419257764057,208.3999813823332
27811331,-3.189801,2.101379,-0.020147896308899016,136.20360044313998,218.574537537642
27810553,-4.446317,2.777516,0.763309103691101,62.41356281424959,210.60837549761644
27799144,0.169992,0.770478,-0.005650896308898812,442.91403357066736,252.19408737412132
27799144,0.169992,0.770478,-0.005650896308898812,442.91403357066736,252.19408737412132
27807774,-2.070452,0.482742,0.1950881036911012,187.85909864429257,316.9742025684272
27813907,-3.732169,3.247978,0.041072103691101036,108.47250405760366,173.86132314619869
27799147,-5.728072,0.979253,-0.0002028963088989144,108.30375740092504,291.1997948870231
27799148,-0.211156,0.789828,-0.005056896308898828,358.0551823402891,261.19570880731965
27799148,-0.211156,0.789828,-0.005056896308898828,358.0551823402891,261.19570880731965
