uid,px_world,py_world,pz_world,u_rectified,v_rectified
28338032,-3.496632,-4.334057,2.984183103691101,62.38111811277838,286.7607798196529
28338035,-3.082453,-3.967293,3.3789631036911008,32.52968777663321,297.48337459679465
28338036,-4.808549,-6.703939,3.451760103691101,65.81691054629823,288.9214400952364
28311079,-2.365057,-2.613773,1.957058103691101,101.6708869083612,287.77539174236176
28340921,-10.071363,-1.206581,3.583818103691101,68.05521005807472,81.32112541833962
28338043,-3.105635,-2.876729,0.9618561036911011,152.73797509696993,260.6406316374703
28339012,-0.775985,-4.578926,0.28711110369110104,181.73632725709888,381.43689061610377
28318984,-4.368695,-1.460502,0.14669710369110112,187.8579459625132,187.45792563362704
28340945,-4.247982,0.377516,2.078778103691101,94.59976661957666,78.73888816465737
28334223,-5.951952,-3.402116,3.253513103691101,64.39139883449312,198.8120725589003
28338051,-3.577228,-3.547286,0.39025410369110103,169.28772060393376,259.85246445373525
28316337,-2.23549,-0.320316,-0.08247689630889887,243.1306748930028,206.3767533913661
28338064,-3.386924,-4.772619,3.438085103691101,41.88944437878581,301.6008208145822
28319011,-2.484296,0.366941,-0.05640389630889886,254.02538704128432,159.41098153826923
28340995,-3.097764,0.560936,1.9427541036911011,95.31822793018144,85.19210807794568
28340996,-5.802277,-0.116191,1.845440103691101,116.77512571477789,94.0163470155012
28316352,-3.995471,-3.187405,-0.05935689630889884,184.1177522187414,241.08181148461665
28338073,-3.926351,-5.728585,3.3555011036911013,58.229354763554994,298.780531980812
28338075,-2.533972,-2.648305,2.068423103691101,95.832761583996,281.4472211621604
28338075,-2.533972,-2.648305,2.068423103691101,95.832761583996,281.4472211621604
28335069,-4.994465,-5.28582,0.6296321036911011,151.22725431359896,257.182128028896
28341014,-4.511927,0.182045,1.787534103691101,116.98874912281518,94.92797294205045
28295589,-3.162171,-4.370914,3.4486041036911015,34.32527431130836,302.90132631238345
28313797,-2.02056,-0.624336,0.04378710369110106,234.00726506806927,228.96874218253936
28296712,-3.899811,-3.130015,-0.022140896308898927,183.8872488021505,242.2277289708538
28319034,-2.177784,-0.469619,1.955621103691101,90.6958399218416,207.33053562461143
28322448,-1.00998,-12.11102,1.578671103691101,119.06956068485871,419.7281072652711
28316365,-5.338243,-5.907969,0.6608441036911011,148.32658458279082,259.5467826592312
28334273,-2.868533,-0.794039,1.9929141036911011,95.91083691607815,193.9685228698808
28335077,-4.401446,-4.579476,0.4058151036911011,161.09994402053707,258.28220267223315
28305729,-3.944384,-3.197868,0.19204610369110098,176.2451102920665,242.70078757645683
28335081,-4.444247,-4.599921,1.400207103691101,130.2872330261908,259.28734747356054
28334277,-2.505496,0.207437,-0.11519389630889898,252.0255211387166,168.9736034064398
